clip_id,text_label,text_confidence,acoustic_label,acoustic_confidence,final_label,confidence,flagged_for_review,acoustic_features
clip_0208,Calm,0.693,Calm,0.65,Calm,0.6758,False,"{""mean_pitch"": 109.57, ""pitch_range"": 124.59, ""pitch_std"": 25.17, ""mean_energy"": 0.08552, ""energy_std"": 0.05166, ""mean_zcr"": 0.155, ""duration"": 20.0}"
clip_0209,Calm,0.625,Calm,0.65,Calm,0.635,False,"{""mean_pitch"": 119.02, ""pitch_range"": 147.65, ""pitch_std"": 29.1, ""mean_energy"": 0.08494, ""energy_std"": 0.0526, ""mean_zcr"": 0.1457, ""duration"": 20.0}"
clip_0210,Calm,0.8392,Calm,0.65,Calm,0.7635,False,"{""mean_pitch"": 105.79, ""pitch_range"": 87.97, ""pitch_std"": 22.83, ""mean_energy"": 0.08717, ""energy_std"": 0.04884, ""mean_zcr"": 0.1597, ""duration"": 20.0}"
clip_0211,Calm,0.8182,Calm,0.65,Calm,0.7509,False,"{""mean_pitch"": 129.31, ""pitch_range"": 146.14, ""pitch_std"": 33.37, ""mean_energy"": 0.0829, ""energy_std"": 0.05568, ""mean_zcr"": 0.1453, ""duration"": 20.0}"
clip_0212,Calm,0.3466,Calm,0.65,Calm,0.468,True,"{""mean_pitch"": 108.78, ""pitch_range"": 146.15, ""pitch_std"": 30.5, ""mean_energy"": 0.07926, ""energy_std"": 0.04477, ""mean_zcr"": 0.1534, ""duration"": 20.0}"
clip_0213,High Stress,0.5559,Calm,0.65,High Stress,0.3335,True,"{""mean_pitch"": 119.07, ""pitch_range"": 120.82, ""pitch_std"": 32.18, ""mean_energy"": 0.0859, ""energy_std"": 0.05079, ""mean_zcr"": 0.1586, ""duration"": 20.0}"
clip_0214,Calm,0.8901,High Stress,0.7,Calm,0.5341,True,"{""mean_pitch"": 102.68, ""pitch_range"": 152.07, ""pitch_std"": 32.72, ""mean_energy"": 0.07708, ""energy_std"": 0.053, ""mean_zcr"": 0.1524, ""duration"": 20.0}"
clip_0215,Calm,0.6372,Calm,0.65,Calm,0.6423,False,"{""mean_pitch"": 120.61, ""pitch_range"": 121.74, ""pitch_std"": 41.31, ""mean_energy"": 0.08448, ""energy_std"": 0.05327, ""mean_zcr"": 0.144, ""duration"": 20.0}"
clip_0216,Calm,0.561,Calm,0.65,Calm,0.5966,True,"{""mean_pitch"": 95.58, ""pitch_range"": 104.24, ""pitch_std"": 25.05, ""mean_energy"": 0.08233, ""energy_std"": 0.05364, ""mean_zcr"": 0.143, ""duration"": 20.0}"
clip_0217,Calm,0.7881,High Stress,0.7,Calm,0.4729,True,"{""mean_pitch"": 91.43, ""pitch_range"": 154.59, ""pitch_std"": 28.84, ""mean_energy"": 0.08274, ""energy_std"": 0.05595, ""mean_zcr"": 0.1729, ""duration"": 20.0}"
clip_0218,Calm,0.8954,High Stress,0.7,Calm,0.5373,True,"{""mean_pitch"": 107.41, ""pitch_range"": 205.45, ""pitch_std"": 47.55, ""mean_energy"": 0.07449, ""energy_std"": 0.05404, ""mean_zcr"": 0.151, ""duration"": 20.0}"
clip_0219,Frustrated,0.5204,Urgent,0.75,Frustrated,0.3123,True,"{""mean_pitch"": 1998.49, ""pitch_range"": 0.0, ""pitch_std"": 0.0, ""mean_energy"": 0.06301, ""energy_std"": 0.05799, ""mean_zcr"": 0.2113, ""duration"": 4.288}"
clip_0220,Calm,0.6664,High Stress,0.7,Calm,0.3998,True,"{""mean_pitch"": 116.78, ""pitch_range"": 264.22, ""pitch_std"": 65.22, ""mean_energy"": 0.06738, ""energy_std"": 0.05153, ""mean_zcr"": 0.1913, ""duration"": 20.0}"
clip_0221,Calm,0.844,Calm,0.65,Calm,0.7664,False,"{""mean_pitch"": 119.04, ""pitch_range"": 137.99, ""pitch_std"": 31.35, ""mean_energy"": 0.08491, ""energy_std"": 0.05266, ""mean_zcr"": 0.193, ""duration"": 20.0}"
clip_0222,Calm,0.7609,Calm,0.65,Calm,0.7165,False,"{""mean_pitch"": 125.17, ""pitch_range"": 106.54, ""pitch_std"": 28.8, ""mean_energy"": 0.08473, ""energy_std"": 0.05296, ""mean_zcr"": 0.2026, ""duration"": 20.0}"
clip_0223,Calm,0.8724,Calm,0.65,Calm,0.7834,False,"{""mean_pitch"": 118.64, ""pitch_range"": 108.54, ""pitch_std"": 27.93, ""mean_energy"": 0.08468, ""energy_std"": 0.05304, ""mean_zcr"": 0.1937, ""duration"": 20.0}"
clip_0224,Urgent,0.5178,High Stress,0.7,Urgent,0.3107,True,"{""mean_pitch"": 124.21, ""pitch_range"": 203.92, ""pitch_std"": 43.92, ""mean_energy"": 0.07096, ""energy_std"": 0.045, ""mean_zcr"": 0.1827, ""duration"": 20.0}"
clip_0225,Calm,0.5168,Calm,0.65,Calm,0.5701,True,"{""mean_pitch"": 125.97, ""pitch_range"": 138.33, ""pitch_std"": 38.92, ""mean_energy"": 0.08914, ""energy_std"": 0.04496, ""mean_zcr"": 0.1736, ""duration"": 20.0}"
clip_0226,Calm,0.7916,High Stress,0.7,Calm,0.475,True,"{""mean_pitch"": 152.57, ""pitch_range"": 513.44, ""pitch_std"": 82.57, ""mean_energy"": 0.08771, ""energy_std"": 0.04751, ""mean_zcr"": 0.1789, ""duration"": 20.0}"
clip_0227,Calm,0.7604,High Stress,0.7,Calm,0.4562,True,"{""mean_pitch"": 132.41, ""pitch_range"": 157.3, ""pitch_std"": 36.93, ""mean_energy"": 0.08553, ""energy_std"": 0.05163, ""mean_zcr"": 0.1739, ""duration"": 20.0}"
clip_0228,Calm,0.6671,Calm,0.65,Calm,0.6603,False,"{""mean_pitch"": 119.09, ""pitch_range"": 139.91, ""pitch_std"": 33.92, ""mean_energy"": 0.08238, ""energy_std"": 0.05653, ""mean_zcr"": 0.1833, ""duration"": 20.0}"
clip_0229,Calm,0.6051,Calm,0.65,Calm,0.6231,False,"{""mean_pitch"": 118.89, ""pitch_range"": 138.75, ""pitch_std"": 31.83, ""mean_energy"": 0.08307, ""energy_std"": 0.05098, ""mean_zcr"": 0.1781, ""duration"": 20.0}"
clip_0230,Calm,0.939,Calm,0.65,Calm,0.8234,False,"{""mean_pitch"": 115.54, ""pitch_range"": 112.26, ""pitch_std"": 30.43, ""mean_energy"": 0.08543, ""energy_std"": 0.05181, ""mean_zcr"": 0.1975, ""duration"": 20.0}"
clip_0231,Frustrated,0.4877,Calm,0.65,Frustrated,0.2926,True,"{""mean_pitch"": 113.51, ""pitch_range"": 136.33, ""pitch_std"": 35.55, ""mean_energy"": 0.08744, ""energy_std"": 0.04831, ""mean_zcr"": 0.1954, ""duration"": 20.0}"
clip_0232,Calm,0.7004,Calm,0.65,Calm,0.6803,False,"{""mean_pitch"": 117.71, ""pitch_range"": 120.03, ""pitch_std"": 32.6, ""mean_energy"": 0.07819, ""energy_std"": 0.0452, ""mean_zcr"": 0.1895, ""duration"": 20.0}"
clip_0233,Calm,0.8264,Calm,0.65,Calm,0.7559,False,"{""mean_pitch"": 118.82, ""pitch_range"": 123.91, ""pitch_std"": 27.51, ""mean_energy"": 0.08277, ""energy_std"": 0.05599, ""mean_zcr"": 0.1872, ""duration"": 20.0}"
clip_0234,Calm,0.9231,Calm,0.65,Calm,0.8139,False,"{""mean_pitch"": 121.31, ""pitch_range"": 122.3, ""pitch_std"": 31.49, ""mean_energy"": 0.05489, ""energy_std"": 0.04246, ""mean_zcr"": 0.182, ""duration"": 20.0}"
clip_0235,Calm,0.8823,Calm,0.65,Calm,0.7894,False,"{""mean_pitch"": 113.78, ""pitch_range"": 107.55, ""pitch_std"": 29.08, ""mean_energy"": 0.04828, ""energy_std"": 0.03669, ""mean_zcr"": 0.201, ""duration"": 20.0}"
clip_0236,Calm,0.5442,Calm,0.65,Calm,0.5865,True,"{""mean_pitch"": 104.28, ""pitch_range"": 85.73, ""pitch_std"": 20.22, ""mean_energy"": 0.08135, ""energy_std"": 0.04625, ""mean_zcr"": 0.1987, ""duration"": 20.0}"
clip_0237,Calm,0.6523,Calm,0.65,Calm,0.6514,False,"{""mean_pitch"": 124.75, ""pitch_range"": 142.25, ""pitch_std"": 32.49, ""mean_energy"": 0.08485, ""energy_std"": 0.05018, ""mean_zcr"": 0.1861, ""duration"": 20.0}"
clip_0238,Frustrated,0.3973,Calm,0.65,Calm,0.26,True,"{""mean_pitch"": 119.61, ""pitch_range"": 118.66, ""pitch_std"": 34.7, ""mean_energy"": 0.08808, ""energy_std"": 0.04694, ""mean_zcr"": 0.1796, ""duration"": 20.0}"
clip_0239,Frustrated,0.662,Calm,0.65,Frustrated,0.3972,True,"{""mean_pitch"": 116.1, ""pitch_range"": 129.83, ""pitch_std"": 31.6, ""mean_energy"": 0.08671, ""energy_std"": 0.04961, ""mean_zcr"": 0.191, ""duration"": 20.0}"
clip_0240,Calm,0.8755,Calm,0.65,Calm,0.7853,False,"{""mean_pitch"": 115.67, ""pitch_range"": 122.82, ""pitch_std"": 34.28, ""mean_energy"": 0.08535, ""energy_std"": 0.05185, ""mean_zcr"": 0.1931, ""duration"": 20.0}"
clip_0241,Calm,0.6621,Calm,0.65,Calm,0.6573,False,"{""mean_pitch"": 108.47, ""pitch_range"": 105.73, ""pitch_std"": 26.38, ""mean_energy"": 0.08895, ""energy_std"": 0.04532, ""mean_zcr"": 0.1979, ""duration"": 20.0}"
clip_0242,Calm,0.8214,Calm,0.65,Calm,0.7529,False,"{""mean_pitch"": 118.93, ""pitch_range"": 119.52, ""pitch_std"": 30.34, ""mean_energy"": 0.0779, ""energy_std"": 0.05527, ""mean_zcr"": 0.1976, ""duration"": 20.0}"
clip_0243,Calm,0.9316,Calm,0.65,Calm,0.819,False,"{""mean_pitch"": 114.47, ""pitch_range"": 120.48, ""pitch_std"": 29.74, ""mean_energy"": 0.08523, ""energy_std"": 0.05214, ""mean_zcr"": 0.1798, ""duration"": 20.0}"
clip_0244,Calm,0.568,High Stress,0.7,Calm,0.3408,True,"{""mean_pitch"": 113.64, ""pitch_range"": 182.49, ""pitch_std"": 33.22, ""mean_energy"": 0.09101, ""energy_std"": 0.04124, ""mean_zcr"": 0.1945, ""duration"": 20.0}"
clip_0245,Urgent,0.5501,Calm,0.65,Urgent,0.3301,True,"{""mean_pitch"": 112.94, ""pitch_range"": 104.3, ""pitch_std"": 24.56, ""mean_energy"": 0.08114, ""energy_std"": 0.04776, ""mean_zcr"": 0.1899, ""duration"": 20.0}"
clip_0246,Calm,0.9204,Calm,0.65,Calm,0.8122,False,"{""mean_pitch"": 115.05, ""pitch_range"": 136.06, ""pitch_std"": 29.88, ""mean_energy"": 0.08713, ""energy_std"": 0.04889, ""mean_zcr"": 0.205, ""duration"": 20.0}"
clip_0247,Calm,0.6888,High Stress,0.7,Calm,0.4133,True,"{""mean_pitch"": 109.98, ""pitch_range"": 152.52, ""pitch_std"": 33.59, ""mean_energy"": 0.0832, ""energy_std"": 0.05526, ""mean_zcr"": 0.2148, ""duration"": 20.0}"
clip_0248,Calm,0.8374,Calm,0.65,Calm,0.7624,False,"{""mean_pitch"": 119.63, ""pitch_range"": 122.82, ""pitch_std"": 31.78, ""mean_energy"": 0.08398, ""energy_std"": 0.05413, ""mean_zcr"": 0.1726, ""duration"": 20.0}"
clip_0249,Calm,0.8086,High Stress,0.7,Calm,0.4852,True,"{""mean_pitch"": 114.45, ""pitch_range"": 161.44, ""pitch_std"": 31.42, ""mean_energy"": 0.08552, ""energy_std"": 0.05151, ""mean_zcr"": 0.1898, ""duration"": 20.0}"
clip_0250,High Stress,0.6568,High Stress,0.7,High Stress,0.6741,False,"{""mean_pitch"": 121.18, ""pitch_range"": 266.13, ""pitch_std"": 65.06, ""mean_energy"": 0.05761, ""energy_std"": 0.05101, ""mean_zcr"": 0.1883, ""duration"": 19.872}"
clip_0251,High Stress,0.6215,Calm,0.65,High Stress,0.3729,True,"{""mean_pitch"": 94.35, ""pitch_range"": 87.11, ""pitch_std"": 23.02, ""mean_energy"": 0.08512, ""energy_std"": 0.05187, ""mean_zcr"": 0.2162, ""duration"": 6.08}"
clip_0252,Calm,0.9128,Calm,0.65,Calm,0.8077,False,"{""mean_pitch"": 116.85, ""pitch_range"": 97.16, ""pitch_std"": 19.27, ""mean_energy"": 0.07281, ""energy_std"": 0.05887, ""mean_zcr"": 0.1769, ""duration"": 19.968}"
clip_0253,Calm,0.9193,Calm,0.65,Calm,0.8116,False,"{""mean_pitch"": 106.12, ""pitch_range"": 114.32, ""pitch_std"": 23.49, ""mean_energy"": 0.04884, ""energy_std"": 0.04002, ""mean_zcr"": 0.2196, ""duration"": 20.0}"
clip_0254,Calm,0.7071,Calm,0.65,Calm,0.6842,False,"{""mean_pitch"": 110.04, ""pitch_range"": 133.36, ""pitch_std"": 25.52, ""mean_energy"": 0.08017, ""energy_std"": 0.05959, ""mean_zcr"": 0.2032, ""duration"": 20.0}"
clip_0255,Urgent,0.6846,High Stress,0.7,Urgent,0.4107,True,"{""mean_pitch"": 130.09, ""pitch_range"": 161.07, ""pitch_std"": 35.22, ""mean_energy"": 0.09073, ""energy_std"": 0.04159, ""mean_zcr"": 0.1801, ""duration"": 20.0}"
clip_0256,Calm,0.5018,Calm,0.65,Calm,0.5611,True,"{""mean_pitch"": 123.88, ""pitch_range"": 140.58, ""pitch_std"": 36.82, ""mean_energy"": 0.08899, ""energy_std"": 0.04205, ""mean_zcr"": 0.1924, ""duration"": 20.0}"
clip_0257,Calm,0.927,Calm,0.65,Calm,0.8162,False,"{""mean_pitch"": 115.02, ""pitch_range"": 106.5, ""pitch_std"": 30.08, ""mean_energy"": 0.07988, ""energy_std"": 0.04709, ""mean_zcr"": 0.204, ""duration"": 20.0}"
clip_0258,Calm,0.9468,High Stress,0.7,Calm,0.5681,True,"{""mean_pitch"": 121.29, ""pitch_range"": 240.38, ""pitch_std"": 46.45, ""mean_energy"": 0.08821, ""energy_std"": 0.04693, ""mean_zcr"": 0.1968, ""duration"": 20.0}"
clip_0259,Calm,0.6833,High Stress,0.7,Calm,0.41,True,"{""mean_pitch"": 114.83, ""pitch_range"": 157.15, ""pitch_std"": 36.0, ""mean_energy"": 0.0777, ""energy_std"": 0.05315, ""mean_zcr"": 0.213, ""duration"": 20.0}"
clip_0260,Calm,0.9087,High Stress,0.7,Calm,0.5452,True,"{""mean_pitch"": 136.57, ""pitch_range"": 414.48, ""pitch_std"": 71.64, ""mean_energy"": 0.08528, ""energy_std"": 0.052, ""mean_zcr"": 0.1911, ""duration"": 20.0}"
clip_0261,Calm,0.8954,Calm,0.65,Calm,0.7972,False,"{""mean_pitch"": 120.79, ""pitch_range"": 135.17, ""pitch_std"": 28.82, ""mean_energy"": 0.07739, ""energy_std"": 0.04217, ""mean_zcr"": 0.1884, ""duration"": 20.0}"
clip_0262,Urgent,0.65,Calm,0.65,Urgent,0.39,True,"{""mean_pitch"": 119.3, ""pitch_range"": 135.57, ""pitch_std"": 30.47, ""mean_energy"": 0.08079, ""energy_std"": 0.04657, ""mean_zcr"": 0.194, ""duration"": 20.0}"
clip_0263,Calm,0.9039,Calm,0.65,Calm,0.8023,False,"{""mean_pitch"": 114.45, ""pitch_range"": 118.0, ""pitch_std"": 30.2, ""mean_energy"": 0.08884, ""energy_std"": 0.04552, ""mean_zcr"": 0.1997, ""duration"": 20.0}"
clip_0264,Calm,0.9023,High Stress,0.7,Calm,0.5414,True,"{""mean_pitch"": 121.68, ""pitch_range"": 167.89, ""pitch_std"": 36.61, ""mean_energy"": 0.08703, ""energy_std"": 0.04896, ""mean_zcr"": 0.2037, ""duration"": 20.0}"
clip_0265,Calm,0.8697,Calm,0.65,Calm,0.7818,False,"{""mean_pitch"": 117.17, ""pitch_range"": 108.64, ""pitch_std"": 28.14, ""mean_energy"": 0.07817, ""energy_std"": 0.04578, ""mean_zcr"": 0.2085, ""duration"": 20.0}"
clip_0266,Calm,0.8188,Calm,0.65,Calm,0.7513,False,"{""mean_pitch"": 108.06, ""pitch_range"": 105.09, ""pitch_std"": 27.22, ""mean_energy"": 0.07535, ""energy_std"": 0.04279, ""mean_zcr"": 0.1969, ""duration"": 19.968}"
clip_0267,Calm,0.3689,Calm,0.65,Calm,0.4813,True,"{""mean_pitch"": 118.92, ""pitch_range"": 122.86, ""pitch_std"": 33.31, ""mean_energy"": 0.08808, ""energy_std"": 0.04696, ""mean_zcr"": 0.1971, ""duration"": 20.0}"
clip_0268,Calm,0.9643,Calm,0.65,Calm,0.8386,False,"{""mean_pitch"": 116.61, ""pitch_range"": 141.49, ""pitch_std"": 31.85, ""mean_energy"": 0.08992, ""energy_std"": 0.04342, ""mean_zcr"": 0.199, ""duration"": 20.0}"
clip_0269,Urgent,0.738,High Stress,0.7,Urgent,0.4428,True,"{""mean_pitch"": 123.89, ""pitch_range"": 239.14, ""pitch_std"": 43.04, ""mean_energy"": 0.07937, ""energy_std"": 0.04878, ""mean_zcr"": 0.1991, ""duration"": 20.0}"
clip_0270,Calm,0.6618,Calm,0.65,Calm,0.6571,False,"{""mean_pitch"": 121.04, ""pitch_range"": 125.25, ""pitch_std"": 33.76, ""mean_energy"": 0.0865, ""energy_std"": 0.04991, ""mean_zcr"": 0.1961, ""duration"": 20.0}"
clip_0271,Calm,0.773,Calm,0.65,Calm,0.7238,False,"{""mean_pitch"": 104.7, ""pitch_range"": 100.35, ""pitch_std"": 24.26, ""mean_energy"": 0.06278, ""energy_std"": 0.04322, ""mean_zcr"": 0.2118, ""duration"": 19.968}"
clip_0272,Calm,0.8376,High Stress,0.7,Calm,0.5026,True,"{""mean_pitch"": 112.28, ""pitch_range"": 197.73, ""pitch_std"": 30.82, ""mean_energy"": 0.0857, ""energy_std"": 0.05124, ""mean_zcr"": 0.2017, ""duration"": 20.0}"
clip_0273,Calm,0.8233,Calm,0.65,Calm,0.754,False,"{""mean_pitch"": 104.97, ""pitch_range"": 106.21, ""pitch_std"": 35.95, ""mean_energy"": 0.066, ""energy_std"": 0.04437, ""mean_zcr"": 0.2049, ""duration"": 20.0}"
clip_0274,Calm,0.6099,Calm,0.65,Calm,0.6259,False,"{""mean_pitch"": 118.22, ""pitch_range"": 264.22, ""pitch_std"": 60.25, ""mean_energy"": 0.04764, ""energy_std"": 0.04432, ""mean_zcr"": 0.1828, ""duration"": 20.0}"
clip_0275,Calm,0.8757,Calm,0.65,Calm,0.7854,False,"{""mean_pitch"": 95.09, ""pitch_range"": 87.11, ""pitch_std"": 20.44, ""mean_energy"": 0.08564, ""energy_std"": 0.05127, ""mean_zcr"": 0.2122, ""duration"": 9.568}"
clip_0276,Frustrated,0.6226,Urgent,0.75,Frustrated,0.3736,True,"{""mean_pitch"": 272.55, ""pitch_range"": 2027.6, ""pitch_std"": 281.57, ""mean_energy"": 0.08801, ""energy_std"": 0.04724, ""mean_zcr"": 0.1625, ""duration"": 20.0}"
clip_0277,Calm,0.5071,High Stress,0.7,Calm,0.3043,True,"{""mean_pitch"": 144.85, ""pitch_range"": 162.57, ""pitch_std"": 55.71, ""mean_energy"": 0.07753, ""energy_std"": 0.03898, ""mean_zcr"": 0.1581, ""duration"": 20.0}"
clip_0278,Calm,0.8882,Calm,0.65,Calm,0.7929,False,"{""mean_pitch"": 103.22, ""pitch_range"": 127.93, ""pitch_std"": 30.51, ""mean_energy"": 0.08968, ""energy_std"": 0.0439, ""mean_zcr"": 0.1713, ""duration"": 20.0}"
clip_0279,Calm,0.8587,High Stress,0.7,Calm,0.5152,True,"{""mean_pitch"": 105.99, ""pitch_range"": 154.59, ""pitch_std"": 38.91, ""mean_energy"": 0.0871, ""energy_std"": 0.04359, ""mean_zcr"": 0.161, ""duration"": 20.0}"
clip_0280,Calm,0.8839,Calm,0.65,Calm,0.7903,False,"{""mean_pitch"": 90.52, ""pitch_range"": 105.22, ""pitch_std"": 24.1, ""mean_energy"": 0.08149, ""energy_std"": 0.0342, ""mean_zcr"": 0.1657, ""duration"": 20.0}"
clip_0281,Calm,0.9056,Calm,0.65,Calm,0.8033,False,"{""mean_pitch"": 101.37, ""pitch_range"": 118.53, ""pitch_std"": 33.03, ""mean_energy"": 0.09219, ""energy_std"": 0.03809, ""mean_zcr"": 0.1512, ""duration"": 20.0}"
clip_0282,Calm,0.6615,Calm,0.65,Calm,0.6569,False,"{""mean_pitch"": 107.78, ""pitch_range"": 118.53, ""pitch_std"": 41.38, ""mean_energy"": 0.08815, ""energy_std"": 0.03831, ""mean_zcr"": 0.1714, ""duration"": 20.0}"
clip_0283,Calm,0.7481,High Stress,0.7,Calm,0.4489,True,"{""mean_pitch"": 108.44, ""pitch_range"": 157.15, ""pitch_std"": 45.3, ""mean_energy"": 0.08793, ""energy_std"": 0.04716, ""mean_zcr"": 0.2225, ""duration"": 20.0}"
clip_0284,Calm,0.7313,Calm,0.65,Calm,0.6988,False,"{""mean_pitch"": 98.05, ""pitch_range"": 118.53, ""pitch_std"": 38.87, ""mean_energy"": 0.08549, ""energy_std"": 0.05164, ""mean_zcr"": 0.1995, ""duration"": 20.0}"
clip_0285,Calm,0.6999,Calm,0.65,Calm,0.6799,False,"{""mean_pitch"": 89.52, ""pitch_range"": 103.26, ""pitch_std"": 26.63, ""mean_energy"": 0.08852, ""energy_std"": 0.04634, ""mean_zcr"": 0.2097, ""duration"": 20.0}"
clip_0286,Calm,0.7667,Calm,0.65,Calm,0.72,False,"{""mean_pitch"": 109.46, ""pitch_range"": 127.22, ""pitch_std"": 39.17, ""mean_energy"": 0.08391, ""energy_std"": 0.03836, ""mean_zcr"": 0.1957, ""duration"": 20.0}"
clip_0287,Urgent,0.6148,High Stress,0.7,Urgent,0.3689,True,"{""mean_pitch"": 141.49, ""pitch_range"": 515.18, ""pitch_std"": 118.91, ""mean_energy"": 0.0894, ""energy_std"": 0.04454, ""mean_zcr"": 0.1698, ""duration"": 20.0}"
clip_0288,Calm,0.2898,High Stress,0.7,High Stress,0.28,True,"{""mean_pitch"": 169.42, ""pitch_range"": 1944.66, ""pitch_std"": 270.28, ""mean_energy"": 0.08112, ""energy_std"": 0.05111, ""mean_zcr"": 0.2068, ""duration"": 20.0}"
clip_0289,Urgent,0.3271,High Stress,0.7,High Stress,0.28,True,"{""mean_pitch"": 127.84, ""pitch_range"": 150.81, ""pitch_std"": 40.73, ""mean_energy"": 0.08721, ""energy_std"": 0.04871, ""mean_zcr"": 0.2153, ""duration"": 20.0}"
clip_0290,Frustrated,0.3379,Urgent,0.75,Urgent,0.3,True,"{""mean_pitch"": 202.81, ""pitch_range"": 221.01, ""pitch_std"": 50.52, ""mean_energy"": 0.08375, ""energy_std"": 0.05444, ""mean_zcr"": 0.2138, ""duration"": 14.368}"
clip_0291,Calm,0.5063,High Stress,0.7,Calm,0.3038,True,"{""mean_pitch"": 168.08, ""pitch_range"": 186.55, ""pitch_std"": 54.06, ""mean_energy"": 0.08272, ""energy_std"": 0.05501, ""mean_zcr"": 0.2067, ""duration"": 18.848}"
clip_0292,Calm,0.8689,High Stress,0.7,Calm,0.5213,True,"{""mean_pitch"": 106.13, ""pitch_range"": 184.03, ""pitch_std"": 51.6, ""mean_energy"": 0.08496, ""energy_std"": 0.0388, ""mean_zcr"": 0.1839, ""duration"": 20.0}"
clip_0293,Calm,0.6942,High Stress,0.7,Calm,0.4165,True,"{""mean_pitch"": 128.57, ""pitch_range"": 364.54, ""pitch_std"": 83.49, ""mean_energy"": 0.07244, ""energy_std"": 0.04982, ""mean_zcr"": 0.165, ""duration"": 20.0}"
clip_0294,Calm,0.4287,Calm,0.65,Calm,0.5172,True,"{""mean_pitch"": 77.27, ""pitch_range"": 98.46, ""pitch_std"": 23.51, ""mean_energy"": 0.06545, ""energy_std"": 0.04856, ""mean_zcr"": 0.1673, ""duration"": 16.416}"
clip_0295,Calm,0.5356,Calm,0.65,Calm,0.5813,True,"{""mean_pitch"": 110.35, ""pitch_range"": 116.41, ""pitch_std"": 37.66, ""mean_energy"": 0.07762, ""energy_std"": 0.05421, ""mean_zcr"": 0.1618, ""duration"": 20.0}"
clip_0296,Calm,0.9763,High Stress,0.7,Calm,0.5858,True,"{""mean_pitch"": 143.56, ""pitch_range"": 1932.7, ""pitch_std"": 280.68, ""mean_energy"": 0.06763, ""energy_std"": 0.0534, ""mean_zcr"": 0.1863, ""duration"": 19.616}"
clip_0297,Calm,0.9838,Calm,0.65,Calm,0.8503,False,"{""mean_pitch"": 110.92, ""pitch_range"": 115.66, ""pitch_std"": 36.9, ""mean_energy"": 0.08452, ""energy_std"": 0.05323, ""mean_zcr"": 0.1669, ""duration"": 13.696}"
clip_0298,Urgent,0.6911,High Stress,0.7,Urgent,0.4147,True,"{""mean_pitch"": 107.75, ""pitch_range"": 182.21, ""pitch_std"": 45.09, ""mean_energy"": 0.08533, ""energy_std"": 0.05192, ""mean_zcr"": 0.176, ""duration"": 20.0}"
clip_0299,Calm,0.4084,Calm,0.65,Calm,0.5051,True,"{""mean_pitch"": 159.51, ""pitch_range"": 144.66, ""pitch_std"": 28.86, ""mean_energy"": 0.08994, ""energy_std"": 0.04344, ""mean_zcr"": 0.1573, ""duration"": 20.0}"
clip_0300,Calm,0.8952,High Stress,0.7,Calm,0.5371,True,"{""mean_pitch"": 128.22, ""pitch_range"": 174.59, ""pitch_std"": 42.71, ""mean_energy"": 0.08744, ""energy_std"": 0.04828, ""mean_zcr"": 0.1604, ""duration"": 20.0}"
clip_0301,High Stress,0.2734,High Stress,0.7,High Stress,0.4441,True,"{""mean_pitch"": 183.26, ""pitch_range"": 451.46, ""pitch_std"": 146.14, ""mean_energy"": 0.09043, ""energy_std"": 0.04236, ""mean_zcr"": 0.1452, ""duration"": 20.0}"
clip_0302,Frustrated,0.8077,Calm,0.65,Frustrated,0.4846,True,"{""mean_pitch"": 92.04, ""pitch_range"": 107.29, ""pitch_std"": 26.54, ""mean_energy"": 0.09224, ""energy_std"": 0.03827, ""mean_zcr"": 0.1393, ""duration"": 20.0}"
clip_0303,Urgent,0.6926,Calm,0.65,Urgent,0.4155,True,"{""mean_pitch"": 108.49, ""pitch_range"": 118.53, ""pitch_std"": 37.12, ""mean_energy"": 0.09036, ""energy_std"": 0.04223, ""mean_zcr"": 0.1461, ""duration"": 20.0}"
clip_0304,Urgent,0.3648,High Stress,0.7,High Stress,0.28,True,"{""mean_pitch"": 141.89, ""pitch_range"": 174.51, ""pitch_std"": 44.99, ""mean_energy"": 0.09012, ""energy_std"": 0.04271, ""mean_zcr"": 0.1649, ""duration"": 20.0}"
clip_0305,Calm,0.7122,High Stress,0.7,Calm,0.4273,True,"{""mean_pitch"": 131.47, ""pitch_range"": 434.22, ""pitch_std"": 89.2, ""mean_energy"": 0.08785, ""energy_std"": 0.04753, ""mean_zcr"": 0.1687, ""duration"": 20.0}"
clip_0306,Calm,0.5302,Calm,0.65,Calm,0.5781,True,"{""mean_pitch"": 125.74, ""pitch_range"": 148.9, ""pitch_std"": 42.24, ""mean_energy"": 0.08176, ""energy_std"": 0.04951, ""mean_zcr"": 0.1476, ""duration"": 20.0}"
clip_0307,Calm,0.7036,Calm,0.65,Calm,0.6822,False,"{""mean_pitch"": 98.48, ""pitch_range"": 107.2, ""pitch_std"": 27.48, ""mean_energy"": 0.08523, ""energy_std"": 0.05207, ""mean_zcr"": 0.1484, ""duration"": 20.0}"
clip_0308,Calm,0.754,High Stress,0.7,Calm,0.4524,True,"{""mean_pitch"": 101.54, ""pitch_range"": 203.92, ""pitch_std"": 57.29, ""mean_energy"": 0.0868, ""energy_std"": 0.04944, ""mean_zcr"": 0.1434, ""duration"": 20.0}"
clip_0309,Calm,0.9642,High Stress,0.7,Calm,0.5785,True,"{""mean_pitch"": 107.72, ""pitch_range"": 205.45, ""pitch_std"": 53.4, ""mean_energy"": 0.08777, ""energy_std"": 0.04765, ""mean_zcr"": 0.1872, ""duration"": 20.0}"
