clip_id,text,word_count,language,is_empty,is_very_short
clip_0237,"single charge only P1, Lewis P3, 32.56, you did a 32.49. Next car pushing Holkenberg 14.14 and watch your D time at the end of the lap. From the Holkenberg, how far? Holkenberg 6.",34,en,False,False
clip_0238,"pushing and behind him anybody pushing so Holkenberg 3, Antonelli 13 next car pushing so Antonelli 9 then there is Piaz tri on a charge lap in front of you and Piaz tri will push again next lap",38,en,False,False
clip_0239,"These three. Antonelli, six seconds behind the fishing. We are okay with a lap, but we want to practice anyway. Antonelli, four. Track is clear. Can go mode. A boat. What the fuck are...",34,en,False,False
clip_0240,"Double yellow turn 16 so you can abort mode charge. Are you ready for the trick behind? No. Next car pushing Hamilton 7. You can box Charles Box. Trackers now clear. Russell 3, 4, 3, 2, 1.",37,en,False,False
clip_0241,"5, 6, 7 Press on stop Yep, apparently he has an issue Which is double yellow in 3-4 now See moving again Sector clear, he has restarted So we will start our lap",33,en,False,False
clip_0242,"Same track and window before the mode first. Exit turn 14. And bar for Charles Pock, Gazzily starting a push lap 4 behind. Gazzily 4. Track is clear. Next car pushing, Norris 7.",33,en,False,False
clip_0243,"You are currently P2. Antonelli 32-3. Yeah, I've got a bit of traffic. All's good luck. Norris 4 understood. Places to improve turn 2, half at 10. Norris 3 pushing.",30,en,False,False
clip_0244,"Next car pushing, Yastree 10. The wind rotates a little bit now. Come back to you on the wind. No, looks the same. 20 milliseconds turn 6 as well. And Lewis had a...",33,en,False,False
clip_0245,"3 tenths mistake turn 9, Dider 32-0 3 sixths pushing and box Charles box Oops And we are P3 now, Norris Dider 32-6 similar Norris 1 2 3 4",29,en,False,False
clip_0246,"5, 6, 7, 8. Good warm-up on the brakes and you can carry more speed. Turn the 8 in the time. Jumping from Norris 7. Norris 7 in front of him. 10 seconds.",33,en,False,False
clip_0247,"Antonelli, same track and wind. Norris 6. Norris 6 will be mode push out of last corner. Norris 5. Norris. Norris 8. Russell out of the lap.",27,en,False,False
clip_0248,mode slow and target zero currently P3 so Antonel leave you on Hamilton P2 UP3 Russell still pushing so Hamilton 32 for one you did a 32 for,28,en,False,False
clip_0249,"428 Is the rehearsal improving? Yes, I'll let you know when he finishes the lap Target 0, use SM please Target before? Not finished yet, let's close",27,en,False,False
clip_0250,We come into the pit lane.,6,en,False,False
clip_0251,Bye. Bye. Bye. Bye.,4,en,False,False
clip_0252,"OK, to fire up. So, when we drop the car by point, hit limiter on mode K2. There will be then mode formation into turn 1. Formation light will be SM off and cool down the car turn 14 with low revs and then watch for the bar.",48,en,False,False
clip_0253,"the end of the lap. 15 seconds, 10 seconds, 5 seconds. When you can green 8, position 5, position 6, correction, green 8, position 6.",25,en,False,False
clip_0254,We need green 8 position 6 please. Green 8 position 6. Done. Thank you. Four burnouts please. Four burnouts. Last car is on the grid. Overtake enabled. Russell not taking one.,31,en,False,False
clip_0255,I really thought it was so good what's going on. And we need more tyre saving turn 7. Avoid left toggle too many times for engine braking limit. Up to you to manage but turn 7 is fast from our numbers. Compared to your friends or...,46,en,False,False
clip_0256,"Both cross cars Both sliding overall and the cross cars Tire phase, update when you can Pantonelli 372 You have overtake? It's more difficult for overtake today actually",28,en,False,False
clip_0257,"Switch position yellow Brake balance plus one, rear locking phase two Mode FW suggested Radio 4",16,en,False,False
clip_0258,"Switch position red, yellow turn two for now. And box tiles box. So you can do is to stay close to these dashes flowing down. As you cross the tentry.",30,en,False,False
clip_0259,Six seconds let me know flat for hard please Fronting clock Okay like this understood watch out Erasing color pinto and limbo like exit it exit,26,en,False,False
clip_0260,"So it will be close with Holkamburg now. So race situation, Merck, Yosef, Hamilton and Gasly have boxed for hard and you have Limblad who has not boxed in front of you and also Colapinto and Ocon in front of Russell.",41,en,False,False
clip_0261,We need mode SC please mode SC We should target minus 25 for tires on the dash minus 25 Magic available if you need Recovery vehicle turn 2 double yellow turn 2,32,en,False,False
clip_0262,"Double yellow where you're now. On the sliding of the first inch, uh, make me... Come back to you. Brake balance minus one. Safety car in this lap. So the restart will be mode K2, turn 14 and use low gears there.",42,en,False,False
clip_0263,"And focus on turn seven and eight, we will help later on. Good job, more saving turn seven. Take care of the tyres. And you still have overtake. Good job, seven, keep it up. Debra in front of you, stay left hand side. Look.",44,en,False,False
clip_0264,"No radio, repeat. Run, run, run. Antoneli 36-5, you do the 36-8. Diff, mid, minus 1. Antoneli 37-1. Russell 0.8 with...",21,en,False,False
clip_0265,overtake and to nearly 368 that was a good laugh except turn 11 no left toggle turn 11 Russell not point six this is good still a long stint take care your tires brake balance plus one rear lock,39,en,False,False
clip_0266,"increasing and you have overtake. Switch position yellow, Russell 0.7 without it. Russell 0.7 overtake. 25 laps to go. That's the equal coming to play. Copy that.",27,en,False,False
clip_0267,I'm actually here for the face. Not too bad. Switch position yellow. Double yellow turn 2. Track is clear. Slippery track turn 2. Debris. Engine braking plus 1. Engine braking. Yes.,31,en,False,False
clip_0268,Please. Hamilton 1.0 with overtake. Slippery check ahead. The load is actually quite a fast throttle. I'm glad. Thy mode FW and boost on the main strip. What did you say?,31,en,False,False
clip_0269,too late next lap already I don't understand you speak louder no overtake 14 laps to go 14 laps brake shape minus 1,23,en,False,False
clip_0270,"Turn 11-12, 1-10½ Love time, so do it Lewis, 36-2, you did a 36-5-5 Yep, he's very fast at the moment Brake balance minus 1 Hamilton, 36-2",27,en,False,False
clip_0271,"25 Solid blues Done Switch position yellow 10 laps to go Solid blues Brake balance minus 1, brake shape plus 1 Done",22,en,False,False
clip_0272,good hamilton thirty six one hamilton thirty six three eight yeah i've got a lot of uh... full flux yeah ties are gone take care three laps to go two laps to go,33,en,False,False
clip_0273,Last lap P4 mode slow Pick up please So Mercedes 25 seconds from Lewis,14,en,False,False
clip_0274,and we come into the pit lane into the pit lane and easier when you stop,16,en,False,False
clip_0275,Thanks for watching guys!,4,en,False,False
clip_0276,"Yes Kimmy, come on my son! Yes! Yes man! We did it! We did it! We did it man! Well done there mates! First race win!",26,en,False,False
clip_0277,"remember forever though. So, pick up rubber where you can mate, pick up rubber where you can. Thank you everyone, thank you so much. You made me achieve one of my dreams. Thank you.",34,en,False,False
clip_0278,"Welcome mate, we got this one ticked off, we have a few more to do as well. He is too young, we should put him in a Mercedes, put him in a smaller team, we need the experience, look at the mistakes he makes, here we go, victory. Thank you.",50,en,False,False
clip_0279,"And congratulations to the club of the Mercedes Grand Prix winners. There isn't many. Now you're part of it. What a mega race. Really, really happy. Thank you Thomas. Take care everyone. It's a channel by Pitches. That's 50%. Thank you.",41,en,False,False
clip_0280,pedal just look that back straight okay so strap 13 pick up rubber good racing out there today yeah what a team,22,en,False,False
clip_0281,"I'm going to go to the cabin Yeah, picking up rubber The car was not straight forward but I wanted to move for the team, it was great Yeah, good results I hope they should see it, good target results, good event, hello",43,en,False,False
clip_0282,"was happy to race over. Yeah. Yeah. Copy that. So we just need some load for the U10. Well done Luis. Sorry the race, credit us but as we",29,en,False,False
clip_0283,Thank you. And mode slow please. Fantastic job. Fantastic job guys. Really well done.,14,en,False,False
clip_0284,"I'm really cool for that hard work. I'm gonna keep up, keep pushing. Back at my Ronello, we got work to do, but I believe in you. Just keep pushing. Posa Ferrari. Thank you. Thanks.",35,en,False,False
clip_0285,Congrats to Kimmy. P4. Mode slow. Pick up please. Ho!,10,en,False,False
clip_0286,far away where the Mercedes so Mercedes 25 seconds from Lewis you want I know in that procedure that's P5 Ollie I'm,22,en,False,False
clip_0287,"P5 what a drive, well done man. Excellent work. Yahoo! That was amazing, well done mate. Well deserved, well done. Great job.",22,en,False,False
clip_0288,"Nice work everyone. Fuck me that was awesome. Great work. Incredible work. Yeah well done, I'll take the job. Well, is Esteban? Yeah, Esteban was the under the profiteer so he was out of points but he was looking good for points.",42,en,False,False
clip_0289,"I just saw him come past, I thought he was a seventh. Good job, great job everyone, that was incredible. Fuck, how was that? I was pushing flat out that whole fucking race. Jesus. Yeah, well done, very well managed, early.",41,en,False,False
clip_0290,"job. I don't know, when you told me to stop managing tires I wanted to kill you for a second. Copy. I wasn't managing since, I guess, lap 5.",29,en,False,False
clip_0291,"But good work, great work in fact. That was an incredible race, incredible work. The car was a beast today, as it has been all weekend. Yeah, well done Ali. 30 is there, excellent work. You too, you too.",39,en,False,False
clip_0292,"The main bomb. It's Mother's Day today. Happy Mother's Day, man. That'll suit all of the mums out there. Thank you for what you do. I might be checking for...",30,en,False,False
clip_0293,"Strap 13, please. Strap 13. Pick up rubber. And that's P6 as well. Oh man, I gave everything I had. I really wanted to get the P5 because...",28,en,False,False
clip_0294,"The speed race was... ...not high. That's my first race, that one was a little bit... Yeah, I tried everything to catch up that...",24,en,False,False
clip_0295,"We didn't miss much, there was nothing more in it. Yes mate, we're disappointed with the E6 at race 2. I think that's a good sign. Yeah, I just... I could hit my mind, I would get it. Still very good effort, we did...",44,en,False,False
clip_0296,"Franco finished. So Franco finished P10. P10. Ah, good. Anyway, it's been a very good weekend guys. Thanks for the car. It was very enjoyable to see.",27,en,False,False
clip_0297,I'm glad we were able to race with everything that's coming.,11,en,False,False
clip_0298,"Thanks for the recap and let's do the same as before. Check it, Flagliam. P7. P7 well done. Don't like safety cars? But with score points anyway.",27,en,False,False
clip_0299,"Well that's not what I expected so very very well done, very very well done. I think honestly we what we have the pace we have that was everything we could do with the car, managed tyres, very very good job everyone. Very good job staying ahead of it.",49,en,False,False
clip_0300,"very well done. William is Alan. Well done mate. Impressive. That is right up there with your best. So really, really well done mate. Thanks Alan. Honestly everyone did a great job. That's pretty cool for the speed we had. That's very, very good.",44,en,False,False
clip_0301,"Okay, slow button please, slow button on. A fail, eat, poor, fail. Fail, eat, poor, fail.",16,en,False,False
clip_0302,What? Loot tough in the dirtier. Loot there until end of last day. That's terrible. Especially with the front side.,20,en,False,False
clip_0303,I think so weak doesn't help anyway sorry about the left point thing I really got caught off-guard man that's the car just disappeared the rear just snapped Yeah cop that,31,en,False,False
clip_0304,"Ok, finish you P8 mate, finish P8 Do you want the finishing order? I know it Ok, copy that It's watching TV But balance got very weird with the last 15 laps Like a mix of huge understeer then",39,en,False,False
clip_0305,Way too much throttle at the end. That was strange. Copy that. If you have some full throttle here please. Full throttle if you can. If not exit 13 is awesome. Check the flag. Check the flag.,37,en,False,False
clip_0306,"and the flight is correct please off-line B9, B9 level race mate, very good drop mode 13, mode 13, now please really very good drop full mode 13, that's a strong race, strong race lot of learning",37,en,False,False
clip_0307,"Go race, go race please, put on 30, put on good please. Put on 30, put on good please. Make sure to race, solid start, put on energy, put on the tires, really soft.",34,en,False,False
clip_0308,"Thank you. Keep your best. Carlos, well done. That is really an incredibly strong drive. We'll come back strong at the car. It's just going to keep getting better almost, but it's good to get on the board with points. Really, really well done. Yeah, thank you.",47,en,False,False
clip_0309,"So, this is a sensitive bonus of motivation for everyone to dig deep now that this is at that time. That's this interview. Strat 13. Strat 13.",27,en,False,False
clip_0310,"So well done, that is your first point for Alpine E10 there, for real shame, we couldn't get Carlos there, I think the blue flag is just a couple of laps, let's pick up some rubber here. I'm really proud of you for the effort this weekend, no carry.",49,en,False,False
clip_0311,a bit of damage in the race there so did a good job to get on the back end just in quite having up today.,25,en,False,False
clip_0312,"I stuck it, the fires were destroyed. Oh my god, I messed up. We had to give it all, all we had, mate. We had to give it all we had.",31,en,False,False
clip_0313,the the the the the,5,en,False,False
clip_0314,"13th in our second Grand Prix in everyone in history. That's not bad. Proud of everyone. Good job, good to see the flag. That's down to, oh god, look at the view. Thank you. Thanks.",35,en,False,False
clip_0315,"okay so when that's the checkered flag P14 yeah normally a roadway to Franco for the move I don't know if he got points or not he got one, he's P10 okay, well at least that",36,en,False,False
clip_0316,"So it wasn't meant to be today. It's always P5, at least for the team. Now we're done. That's the checker for the game.",24,en,False,False
clip_0317,"flag for us, mode slow, mode slow, take the pick up you are P15 uh, copy far too many issues with the engine unfortunately",24,en,False,False
clip_0318,"Yeah, good job there and yeah, we'll polish these type of things to some homework. Yep, good job to everyone to finish both cars. Yep.",25,en,False,False
clip_0319,Well done. Now it's time to really close the gap. Let's go in some coins soon. Well done everyone. Good job.,21,en,False,False
clip_0320,please okay max let's retire the car please retire the car do you think that I need to press? no,20,en,False,False
clip_0321,"I need to go on somewhere, or to the pits Ah, let's crawl it back home Got Lawson and Hajar Three seconds",22,en,False,False
clip_0322,You have overtaken it automatically now. It will be automatically.,10,en,False,False
clip_0323,,0,en,True,True
clip_0324,It's straight out Track is clear Target plus four So Kimmy ahead 14 seconds It was a 3399 That's a used,21,en,False,False
clip_0325,"It's on fire. It can be 15 seconds. First cut on a lap. 9 seconds. That's Haja. Haja at 8 seconds on a lap. Hulk, there you go again. He's gone for a head. You just have to build that gap to him.",43,en,False,False
clip_0326,Start 6 seconds on the map 4 seconds Strat 2 Get behind to Haja 3 2 Strat 2 Clear behind Strat 1 Single call here,25,en,False,False
clip_0327,So that is safe So sites at 5 4 3 Just be honest with the traffic here 2 seconds After sites So he got 5 to Valtteri after that 4 Struct 13,32,en,False,False
clip_0328,"and box end of this lap, I'll say about valving out in two seconds, one and a half, it's clear behind 21 seconds to Lawson on a lap um I'd like to box and flap and go again, that's a super half of the thing",45,en,False,False
clip_0329,"Copy, we will wish to use this tire again in the next session. We've got another new tire, haven't we? Yeah, hey, Phil. How much would you like to add? We've got more than 15. Quite great. So, we'll box, box, stop.",42,en,False,False
clip_0330,"Up on the marks we can make the adjust still do another run. Box, box. Up on the marks and switch off. Switching off? Hey, permit me. We'll switch off, pull back in.",33,en,False,False
clip_0331,target plus four,3,en,False,False
clip_0332,the lap.,2,en,False,True
clip_0333,"at two seconds, imminent two seconds. So currently P1 pretense to Lewis, also behind his out lap. Behind that are slow laps. So sector 2, 110 to Lewis.",28,en,False,False
clip_0334,"Is it on new or used? It's on a used song. Fourth letter, 20 seconds. First to come upon a map. Should I have an updated wish on please? Yes, I will get you one.",35,en,False,False
clip_0335,"Pops, Pops. We'll stop you short. And, uh, I'm just George, going again on a new set.",17,en,False,False
clip_0336,build your gap on this exit,6,en,False,False
clip_0337,"Perfect. Right, Norris starting a lap just over the start finish line, so let's hold for him. Come through. Head, five, nice through at turn one. Clear. Target plus four. Give me now seven ahead.",35,en,False,False
clip_0338,...match of a lot of Norris... ...and now Fiverhead... ...and then the quarter half... ...and then the quarter half... ...and then the quarter half... ...and then the quarter half... ...and then the quarter half... ...and then the quarter half... ...and then the quarter half... ...and then the quarter half... ...and then the quarter half... ...and then the quarter half... ...and then the quarter half... ...and then the quarter half... ...and then the quarter half...,74,en,False,False
clip_0339,"Second. Scrapped to 2.7.5. Roger. Got major understeer, top one. Got a hatchart at 8.7 seconds. Let's have a look at the settings. Got dip high speed available. Got a hatchart at 5.",33,en,False,False
clip_0340,"3 seconds, 5 behind him to the staffer, 4 seconds weird, I have a lot of understeer in the last corner, I put the lap as well 3 to the staffer on a lap, 2 seconds",36,en,False,False
clip_0341,"behind him, 7. Just keep tabs where they are. Autoletto at 7. 5, Autoletto, 4. 3 seconds. 2 seconds. Just be clear, it's sector 3.",25,en,False,False
clip_0342,I'm not sure if that's the right way to do it. I'm not sure if that's the right way to do it. I'm not sure if that's the right way to do it. I'm not sure if that's the right way to do it. I'm not sure if that's the right way to do it. I'm not sure if that's the right way to do it. I'm not sure if that's the right way to do it. I'm not sure if that's the right way to do it.,88,en,False,False
clip_0343,I can make a box box Prepare another from Wingham I run wide open it by previous lab I reckon there's something to happen there Shut mode Strap 13 Strap 13 Box box Box box Will stop you short,39,en,False,False
clip_0344,Check the bright side of the floor as well.,9,en,False,False
clip_0345,as if the front left pressure is like 5 psi too low or I've lost 2% of error balance.,19,en,False,False
clip_0346,Thank you. I want anti salt.,6,en,False,False
clip_0347,So we've got 10 seconds to green light. Turn the top right.,12,en,False,False
clip_0348,"looks okay now. It's not. To check boosts, we've got massive engine braking here.",14,en,False,False
clip_0349,...Captain the head is 3... ...Repeat... ...Got no... ...3 seconds ahead... ...WHOA! Something... ...Don't know what's happened... ...Almost... ...No... ...Pattery...,20,en,False,False
clip_0350,"Okay, so we will restart the engine, got Lewis on the exit.",12,en,False,False
clip_0351,but I've got no battery so it's not gonna reach up. It's not gonna reach.,15,en,False,False
clip_0352,"any chance we start here or will you? I will, yeah. Ok moving again. All clear behind. Got 17 ahead. So target plus 10. I cannot tip the ears. Stuck in fast.",32,en,False,False
clip_0353,"Just bring it back here if we can. Can I try pulling the clutch or something? Leave me posted on traffic. One minute. So, BLEE default 0-1. BLEE default 0-1. Give me 22 seconds on a lap. Default 0-1 not working.",41,en,False,False
clip_0354,"Okay, I'll give you another one. Give me an 18 second on a lap. Give me 12 seconds on a lap. 11. 10. 8 seconds. 7. 6. 5. 4.",29,en,False,False
clip_0355,3 seconds 2 seconds to kibbe Negative so we'll box end of this lap and we'll put our cycle in the garage Gasly out lap 8 seconds You've got the clear on the lap at 12 Gasly at 4 is out lap,42,en,False,False
clip_0356,"on a lap is Leclerc 6, 5, 4, 3, 2 seconds, Norris is out lap, let's... 11-0, you okay with me? You running the end of your first mug here? Lewis, A-form is fine, Lewis on a lap at 5.",40,en,False,False
clip_0357,"consider if we can do fast, slow fast or faster but slow fast yep we've got that the Asteris outlamp next car on a lap is Beerman the Asteris outlamp in 2 seconds Beerman at 10 seconds on a lap so we box box",44,en,False,False
clip_0358,White line entry coming down Beerman Beerman at seven six five four so we've got the spot we'll stop you short we'll be short switch off pull you back in,30,en,False,False
clip_0359,Target neutral over,3,en,False,False
clip_0360,"Okay, so you can follow up the car please.",9,en,False,False
clip_0361,I've got nothing They're shipping you Phil I can't actually So I've tried to fire up I've got neutral now but what have I So,25,en,False,False
clip_0362,"I'll be straight out. Can you pose your truck, please? Yeah, sure. So clear at the moment you've got Norris' final corner. Norris just opening a lap over the finish line. Three, two seconds, one, just head behind him. So as long as he's safe on the dump.",48,en,False,False
clip_0363,Delta will be good for the flag. Set dip by speed 3. Got Leclerc at 8 seconds. Deva at 6. Now we don't have time to attempt to do your best. 6 to Leclerc.,34,en,False,False
clip_0364,"Will my note appear from my quickest lap before? It's the quickest lap of this session so far. 225. The flirt at 5 seconds. Good lap time, well, give me. Give me was a 32.3.",35,en,False,False
clip_0365,"I'll run 32-3 for Kimmy I got the blur at 4.5 seconds Just check B bar, B big, I'm in prep position The steering wheel blur at 4... 3... 2 seconds Clear behind the blur",35,en,False,False
clip_0366,"So, CUMIE has just done a 32-0, and we've been practicing. No bb. Nice recovery mate, nice recovery. So, B2. Yeah, I saw you started down up 10% off that new level.",32,en,False,False
clip_0367,up to get anything. Long race to go.,8,en,False,False
clip_0368,Thanks for watching guys!,4,en,False,False
clip_0369,"Yeah. And five minutes to formation lap. And time for, as you know, two McLaren McLartens are starting from the pit lane there back in the garage, both cars. And then, people around you are on new medium tyre. The first car on soft tyre is P8 for Stapin.",49,en,False,False
clip_0370,And the first car on hard tire is P11 Hook and Bell,12,en,False,False
clip_0371,"Latest truck temp was 26 degrees, speed raise was 28 at the beginning.",13,en,False,False
clip_0372,2 minutes 75 seconds Fire up 1 minute 45 seconds 5.5 25 seconds 15 seconds We do normal pull away,20,en,False,False
clip_0373,"That's pretty simple, lower than I would have thought. It looks all good at the moment. I just remember that high speed of weaving.",24,en,False,False
clip_0374,"on harvest, happened to go full throttle. I remember that high speed weaving. The gap Ferrari are leaving behind us is massive. There's about 30, 40 car lengths. Could be 10. Could be about 7 or 8 seconds. There will be 5 burnouts.",43,en,False,False
clip_0375,"of the grid markings, final burnout, E8 for Stappen, then select strat 7 and green 12 position 1. Remember your brake pressure, we select first gear and the blue light for one set.",33,en,False,False
clip_0376,and then wait ribs. The boss car approaching the back of the grid and stopped. Early boost press. Gap ahead of the clerk is 0.7. Overtake enabled. Off with every exit turn.,32,en,False,False
clip_0377,"3, yeah ahead of the book 0.5, the book will have overtake ahead, give entry, give high speed available, ahead of the list is 0.9, and the list will have overtake, yeah 0.8.",33,en,False,False
clip_0378,1.9 1.2 2.7 1.2 1.2 2.7 2.7 1.2,8,en,False,False
clip_0379,"1.1 behind. Cap was one second behind, but this will have overtake. Cap ahead 1.6 behind 1.5. Some media runners, I'll have a look, some media runners complaining of greening.",30,en,False,False
clip_0380,"1.5 ahead, 2.4 behind, turn 1 at the limit for us now so we're happy where we are. Green 9, position 13, so we limit some of the sliding power in 7. Mawson, greening at level 2, who is also reporting greening.",42,en,False,False
clip_0381,"Last come ahead. 1.2 I recommend lifting still turn 7, sliding power. Yellow flag turn 3, roll stop turn 2. Safe, come windows. Affirm you are in both windows.",29,en,False,False
clip_0382,"Safety cars, safety cars, box, box, strap one. So, community safe, box, one for those of us. Reset diff entry. I've made a pitch. There you go. Just don't push the Ferrari back. Reset diff entry, give mid. You've got fuller pins.",42,en,False,False
clip_0383,"So on exit, behind him, Ocon, 2 seconds, close up a little bit, so Ocon, 2nd is at turn 3. So in that first instance, the main lost in himming there was 11 minimum speed. So it's about the...",39,en,False,False
clip_0384,"hard at runners, with a simple, avoid-y complaining about the front tyres. There's 45 laps to go when you cross the line. So we've got recovery vehicle and barhules on tack, turn 2. Yellow turn 2. And I've got left at burst in so you had...",46,en,False,False
clip_0385,"less lateral abrasion than Kimmy I need the one slope to be challenging Yeah, if Both cars need to increase management turn 1 and 7 There's gonna be a lot of stint",32,en,False,False
clip_0386,"Just crank that car out of the way now. Why are you doing so many bar nights like I just did? I could level this lap. Hey, come. It's all good. Car's just going behind the barriers now. Some seat in this lap. Just remind them of the restart.",49,en,False,False
clip_0387,it will be wrapped 7 turn 14 turn 14 turn 7 turn 8 turn 9 turn 11 turn 14 turn 14 turn 14 turn 14 turn 14 turn 14,29,en,False,False
clip_0388,"Now, keeping the left on straight between 13, 14, every on the straight, keep left. Get ahead of the clerk, 2.4 seconds. 2.0. 1.8. Get ahead of the clerk.",29,en,False,False
clip_0389,Head to 1.5 The clerk doesn't have overtake Head to the clerk 1.1 Head to 1.2 The clerk doesn't have overtake So avoid boosting,24,en,False,False
clip_0390,presses the next lap. No P8 compresses at 0.9. At 1 second we're happy to use the buttons on the next lap. The clerk will have overtaken at 0.7.,29,en,False,False
clip_0391,Headpoint 7. The plug will have overtake. Headpoint 8. What the plug's doing? The Lewis will have overtake. The plug just backed up Lewis with a brace. Headpoint 8.,29,en,False,False
clip_0392,...this will have overtaken... ...8.7 ahead... ...behind 26... ...and they're just passing all the right places! Boost available early press... ...will have overtaken... ...7.9...,24,en,False,False
clip_0393,"1 second, 0.8 The clerk will have to overtake That's about time for a pimmie 36, 2 0.9 Get fired",20,en,False,False
clip_0394,"One second. Copy that. 0.9. 0.8. The book will have overtaken. Yeah, 1.1. Give me 36.1. 24 laps remaining. Just feedback on tyres, please. Cut!",25,en,False,False
clip_0395,"3, 4 Copy W Yellow turn 3 Saves car window Now we are in saves car window Just make clear though Maybe some debris That's 2, 3",27,en,False,False
clip_0396,36 or... 36 or... 36 0 Ferrari's behind looking for that converted word 2 stop maybe some debris exit turn 4 36 0 give me my car,27,en,False,False
clip_0397,36 is 0 Maybe some February turn 7 8 36 George 30 so give me 35 Head of give me is three seconds Perez,24,en,False,False
clip_0398,blue flags,2,en,False,True
clip_0399,"Looking good so far. Give me 35.9 Give me 35.9 This is blue flag traffic Give me 35.3 I'm happy to lean on the tires more You can have 7 Black at 7 Don't know, just that",37,en,False,False
clip_0400,green at 9 position 14 we've got the snap and end of the straight driving slowly it's moving tip cover no we're in it Fierce? no,26,en,False,False
clip_0401,B353 The fog ahead doing 36.9 I would have been 13 seconds clear B355 and 9 laps remaining The front surface temperature is generally below the window entering corners B355,30,en,False,False
clip_0402,"35, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 5",112,en,False,False
clip_0403,"You have scope to go up on this mid. And five laps remaining. Look into ahead doing 37, 8. Yellow back to 14. Mid. Three laps remaining. And one more lap. Okay, so strap.",34,en,False,False
clip_0404,"13 pick up rubber We're racing out there today Yeah, what a team Yeah, rubber you can Coming back ground onto the grid That was not straightforward, but I wanted to put a team",34,en,False,False
clip_0405,"Yeah, good results. Good results, good event, lowers, up the information, whatever. Yeah. Copy that. So we just need some load for EU temp. Compliment grid. Hey, there. Hot to the grid.",32,en,False,False
clip_0406,Just make sure you use the car before you hop out.,11,en,False,False
clip_0407,Bye. Bye. Bye. Bye.,4,en,False,False
clip_0408,"So we'll go straight out. Take that, put a portletto at 6 seconds. He's just completed a lap, so it should be on a slow. Every time you hit 7, you've got Hogberg and Leblanc cars ahead. They have just completed laps. So it's 4 seconds ahead.",47,en,False,False
clip_0409,"Halkenberg your lip-laden on the 2 in front of him and then it's 7 seconds ahead of those 2 cars. You have 10 seconds behind to Portoletto on a slow lap, 1st car on a time at Jabba over 25 seconds away so no pressure. You've got 4 seconds ahead of the lip-laden.",53,en,False,False
clip_0410,There's 11 ahead of him. I have steady. He's a lip-lad. I have 4 seconds. I have 3 seconds. I've dropped back. We've got 5 behind. We'll fire the head.,30,en,False,False
clip_0411,"So six ahead, good to go. At least that time is safe, so we can box. A hopper bird behind, seven seconds, completing that Lewis starting at seven seconds. So strut with 13 and more boxpots. Have Lewis at seven seconds, currently P2 is just four...",46,en,False,False
clip_0412,"100s to George. Lewis at 3.5 seconds. So Lewis car behind, then no pressure. Next round lap will be science but he's 14 seconds away. Okay, lost to George, braking at turn 14, that's 7 hundredths. You a purple middle sector.",41,en,False,False
clip_0413,"It's very small gaps, it's all sectors. Still no pressure behind. Stay on top of your Delta. Next car on the left side at 10 seconds. Now it's left side spider-backed off, so you just stay on line, keep ties clean. So yeah, sure.",44,en,False,False
clip_0414,"Science is a fast car again but unsure. He's still seven seconds away though so no pressure. He's at five seconds. The hulkbird is behind on a slow lap. It'll be into pit lane. So, on white light.",38,en,False,False
clip_0415,And checkway bridge away. 25 seconds to green light.,9,en,False,False
clip_0416,"We'll just leave the BU running. That was a tool clip. And we target plus seven. So we'll box box. So strut mode 13. That was nice from the us in the way. Copy. So that was Ocon. Yeah, nice from him.",42,en,False,False
clip_0417,So Ocon acts at six seconds he's first car on a lap and then he'll have Bayman behind him another four Ocon car behind and then Bayman will be six All clear now. Next car is Lawson on an out lap Next car is on a push So gradual pedd-,50,en,False,False
clip_0418,"So just gradual pedal Just need to build the boost So next car now it'll be bought later at 12 seconds How far am I from George? So it's George, it's 4th George got a decent tow in 14",39,en,False,False
clip_0419,"We bought a leto at 7 seconds. In terms of sectors, it's 700s, sector 1. You are up to 7000s in the middle and it's 3.5 tenths final sector. We bought a leto car behind at 2 seconds. Then it was behind us on a slow lap, so we intiped like...",51,en,False,False
clip_0420,"Watch the white light. And way bridge, way bridge. So we're good on time, so just off the way bridge.",20,en,False,False
clip_0421,"Switch the car to P2 when you're ready. So Lewis passing now and then 4 clear behind him. B-Norris starting at 11 seconds behind. There we go, Strat Mode 1. It'll be target to plus 6. Target plus 6.",39,en,False,False
clip_0422,Norris is still at 8 seconds. Norris at 7. Norris at 6. Hulkerberg 6 ahead. Make sure we've got a good gap to Hulkerberg. Norris at 4 behind. Make sure you push him 7-8. No pressure behind.,37,en,False,False
clip_0423,"Gap to Hulkenbergerhead now is 12 seconds. Gap six ahead. No pressure behind. Colobito Leclerc-Hals behind, starting laps. Real box box. So the Strat 13, Strat 13, currently a P1. Georgia Port.",32,en,False,False
